Flight_ID,Date,Day_of_Week,Airline,Origin_Airport,Destination_Airport,Aircraft_Type,Flight_Status,Time_of_Day,Flight_Delay_Mins,Aircraft_Age_Years
8176,19/5/2013,Friday,United Airlines,ATL,ORD,Embraer E175,Delayed,Afternoon,91,20
8177,24/6/2015,Saturday,American Airlines,DFW,LGA,Embraer E175,On-time,Night,0,28
8178,23/3/2015,Monday,Delta Airlines,DFW,LAX,Boeing 737,On-time,Evening,0,26
8179,15/4/2015,Tuesday,Delta Airlines,MIA,ATL,Embraer E175,Delayed,Night,142,9
8180,11/4/2012,Wednesday,JetBlue Airways,DFW,MIA,Embraer E175,On-time,Evening,0,1
8181,1/11/2011,Thursday,Southwest Airlines,MIA,ATL,Embraer E175,On-time,Afternoon,0,3
8182,13/3/2014,Sunday,American Airlines,LGA,EWR,Boeing 737,On-time,Evening,0,16
8183,21/4/2011,Sunday,JetBlue Airways,DEN,MIA,Boeing 777,On-time,Afternoon,0,11
8184,10/10/2013,Friday,Delta Airlines,JFK,ATL,Boeing 737,On-time,Afternoon,0,7
8185,20/8/2011,Tuesday,JetBlue Airways,LGA,ATL,Airbus A320,On-time,Afternoon,0,20
8186,11/9/2015,Thursday,JetBlue Airways,DFW,LGA,Boeing 777,On-time,Evening,0,13
8187,27/5/2015,Thursday,American Airlines,LAX,ATL,Boeing 737,On-time,Night,0,6
8188,12/10/2015,Tuesday,American Airlines,MIA,EWR,Airbus A320,On-time,Afternoon,0,23
8189,22/10/2015,Monday,American Airlines,MIA,EWR,Airbus A320,On-time,Night,0,12
8190,4/6/2015,Monday,Southwest Airlines,SFO,ATL,Airbus A380,Delayed,Morning,142,6
8191,4/3/2015,Friday,JetBlue Airways,SFO,SFO,Airbus A380,Delayed,Morning,10,24
8192,17/8/2012,Monday,JetBlue Airways,EWR,LGA,Embraer E175,Delayed,Afternoon,24,2
8193,27/4/2015,Friday,Southwest Airlines,EWR,SFO,Boeing 777,On-time,Morning,0,1
8194,20/7/2014,Wednesday,Delta Airlines,SFO,EWR,Boeing 737,On-time,Afternoon,0,7
8195,23/9/2015,Tuesday,United Airlines,MIA,DFW,Embraer E175,On-time,Evening,0,19
8196,22/6/2011,Thursday,Delta Airlines,DEN,JFK,Boeing 777,On-time,Evening,0,14
8197,30/8/2013,Friday,Southwest Airlines,JFK,JFK,Airbus A380,On-time,Evening,0,4
8198,27/10/2013,Sunday,JetBlue Airways,ORD,DEN,Boeing 737,Delayed,Night,99,16
8199,24/3/2014,Monday,JetBlue Airways,DFW,SFO,Airbus A320,On-time,Afternoon,0,14
8200,26/3/2015,Sunday,American Airlines,DEN,EWR,Airbus A320,On-time,Afternoon,0,23
8201,29/6/2012,Friday,American Airlines,LGA,ORD,Embraer E175,Delayed,Night,107,18
8202,1/7/2012,Saturday,JetBlue Airways,JFK,EWR,Embraer E175,On-time,Night,0,29
8203,1/6/2012,Friday,JetBlue Airways,LAX,ORD,Boeing 737,On-time,Morning,0,7
8204,2/7/2013,Monday,American Airlines,JFK,DFW,Airbus A320,Delayed,Morning,33,4
8205,3/8/2011,Saturday,American Airlines,LGA,ATL,Embraer E175,Delayed,Evening,44,25
8206,14/5/2011,Saturday,Delta Airlines,EWR,EWR,Airbus A320,On-time,Night,0,1
8207,12/10/2011,Monday,JetBlue Airways,LAX,DEN,Airbus A380,On-time,Night,0,19
8208,23/2/2014,Saturday,JetBlue Airways,ORD,ATL,Embraer E175,On-time,Night,0,24
8209,2/1/2015,Tuesday,Southwest Airlines,DEN,JFK,Boeing 777,On-time,Afternoon,0,23
8210,16/11/2012,Thursday,Delta Airlines,SFO,SFO,Embraer E175,On-time,Morning,0,18
8211,21/3/2014,Sunday,United Airlines,LAX,EWR,Airbus A380,On-time,Night,0,21
8212,27/11/2011,Tuesday,United Airlines,JFK,LGA,Boeing 737,On-time,Evening,0,7
8213,11/4/2015,Tuesday,United Airlines,ATL,EWR,Airbus A320,On-time,Afternoon,0,21
8214,7/11/2014,Monday,American Airlines,ATL,DFW,Boeing 737,On-time,Night,0,26
8215,12/2/2014,Monday,United Airlines,SFO,MIA,Embraer E175,Delayed,Morning,46,16
8216,12/6/2013,Sunday,Southwest Airlines,ORD,DEN,Boeing 777,Delayed,Night,95,27
8217,14/2/2015,Thursday,American Airlines,ATL,LGA,Boeing 737,On-time,Morning,0,17
8218,31/7/2014,Friday,American Airlines,MIA,DFW,Boeing 777,Delayed,Morning,153,21
8219,17/6/2013,Tuesday,United Airlines,MIA,ATL,Embraer E175,Delayed,Morning,158,26
8220,3/1/2014,Saturday,American Airlines,ATL,SFO,Boeing 777,On-time,Evening,0,19
8221,4/4/2014,Thursday,Delta Airlines,DEN,DFW,Boeing 777,On-time,Evening,0,1
8222,27/4/2014,Tuesday,Delta Airlines,JFK,JFK,Airbus A380,On-time,Morning,0,26
8223,19/3/2011,Friday,United Airlines,ATL,JFK,Boeing 737,On-time,Afternoon,0,27
8224,4/8/2013,Saturday,Southwest Airlines,JFK,ORD,Embraer E175,Delayed,Night,0,16
8225,14/6/2015,Tuesday,American Airlines,DFW,SFO,Airbus A380,On-time,Afternoon,0,20
8226,18/11/2012,Wednesday,JetBlue Airways,DFW,JFK,Boeing 777,On-time,Afternoon,0,7
8227,21/1/2011,Sunday,United Airlines,MIA,EWR,Airbus A380,On-time,Night,0,7
8228,19/7/2012,Thursday,American Airlines,DEN,ATL,Airbus A380,On-time,Evening,0,15
8229,22/4/2014,Sunday,United Airlines,DFW,LAX,Boeing 777,Delayed,Afternoon,50,2
8230,30/5/2014,Monday,United Airlines,SFO,JFK,Embraer E175,On-time,Afternoon,0,13
8231,6/4/2013,Tuesday,Southwest Airlines,DEN,MIA,Airbus A320,Delayed,Night,87,2
8232,13/9/2014,Saturday,JetBlue Airways,DEN,LAX,Airbus A380,On-time,Afternoon,0,17
8233,28/6/2011,Saturday,American Airlines,EWR,LAX,Boeing 737,Delayed,Afternoon,165,2
8234,17/12/2015,Thursday,United Airlines,MIA,MIA,Boeing 777,Delayed,Evening,162,15
8235,9/2/2014,Thursday,United Airlines,LAX,LAX,Airbus A320,Delayed,Afternoon,146,14
8236,26/10/2015,Sunday,American Airlines,LAX,EWR,Airbus A380,On-time,Morning,0,25
8237,16/10/2015,Saturday,United Airlines,JFK,DFW,Boeing 777,Delayed,Evening,119,16
8238,18/12/2013,Saturday,United Airlines,ORD,JFK,Boeing 777,On-time,Night,0,11
8239,12/9/2014,Saturday,United Airlines,LGA,LGA,Airbus A380,On-time,Night,0,12
8240,23/6/2013,Tuesday,Delta Airlines,SFO,JFK,Boeing 737,On-time,Night,0,9
8241,3/7/2015,Saturday,Delta Airlines,JFK,LAX,Boeing 777,Delayed,Afternoon,161,7
8242,30/10/2012,Monday,JetBlue Airways,JFK,ATL,Boeing 777,Delayed,Night,0,11
8243,10/7/2011,Saturday,Southwest Airlines,MIA,MIA,Airbus A380,Delayed,Morning,60,19
8244,8/5/2014,Monday,American Airlines,ORD,ATL,Airbus A320,On-time,Evening,0,24
8245,28/8/2014,Tuesday,Southwest Airlines,JFK,LGA,Boeing 777,On-time,Morning,0,4
8246,8/12/2012,Thursday,Southwest Airlines,EWR,EWR,Boeing 777,On-time,Night,0,29
8247,24/11/2013,Monday,Delta Airlines,MIA,LAX,Airbus A380,On-time,Afternoon,0,5
8248,14/1/2012,Tuesday,JetBlue Airways,LGA,MIA,Boeing 777,On-time,Afternoon,0,26
8249,22/1/2012,Saturday,Southwest Airlines,SFO,ORD,Airbus A380,On-time,Night,0,21
8250,17/11/2015,Tuesday,Southwest Airlines,ATL,ORD,Boeing 737,On-time,Night,0,2
8251,25/8/2011,Saturday,United Airlines,ORD,LGA,Airbus A380,Delayed,Night,85,16
8252,7/9/2012,Sunday,American Airlines,LGA,LGA,Airbus A320,On-time,Afternoon,0,9
8253,23/3/2015,Tuesday,JetBlue Airways,DEN,SFO,Boeing 777,On-time,Morning,0,15
8254,10/10/2011,Thursday,American Airlines,ORD,LGA,Boeing 737,On-time,Evening,0,22
8255,1/1/2011,Monday,Delta Airlines,DEN,LGA,Boeing 777,On-time,Night,0,14
8256,21/10/2015,Sunday,Southwest Airlines,DEN,EWR,Boeing 777,Delayed,Morning,162,16
8257,8/4/2012,Thursday,Southwest Airlines,JFK,SFO,Airbus A380,Delayed,Morning,12,6
8258,7/6/2014,Wednesday,American Airlines,DFW,ORD,Boeing 777,On-time,Morning,0,1
8259,24/8/2013,Saturday,Delta Airlines,LGA,ORD,Boeing 737,On-time,Night,0,18
8260,21/6/2011,Monday,United Airlines,DEN,MIA,Embraer E175,On-time,Afternoon,0,15
8261,15/1/2014,Thursday,United Airlines,LGA,ATL,Boeing 777,On-time,Morning,0,20
8262,26/4/2015,Monday,Southwest Airlines,LAX,DFW,Airbus A380,On-time,Morning,0,12
8263,20/2/2014,Wednesday,Southwest Airlines,LGA,LAX,Airbus A320,On-time,Morning,0,29
8264,22/4/2013,Friday,JetBlue Airways,DFW,MIA,Boeing 777,On-time,Evening,0,24
8265,14/8/2014,Saturday,American Airlines,ATL,MIA,Airbus A380,Delayed,Morning,48,8
8266,20/11/2012,Saturday,Southwest Airlines,SFO,EWR,Boeing 777,Delayed,Morning,149,9
8267,28/7/2012,Tuesday,Delta Airlines,ATL,DFW,Embraer E175,On-time,Afternoon,0,1
8268,16/2/2015,Saturday,American Airlines,DEN,MIA,Embraer E175,On-time,Morning,0,16
8269,14/6/2011,Saturday,JetBlue Airways,LGA,JFK,Boeing 737,Delayed,Morning,91,14
8270,19/9/2015,Thursday,United Airlines,EWR,ORD,Embraer E175,On-time,Night,0,12
8271,18/1/2012,Sunday,JetBlue Airways,ORD,LGA,Airbus A380,Delayed,Afternoon,24,15
8272,28/7/2011,Saturday,American Airlines,DFW,LGA,Embraer E175,On-time,Morning,0,27
8273,29/10/2015,Saturday,United Airlines,MIA,DEN,Airbus A380,On-time,Morning,0,28
8274,26/12/2014,Wednesday,Delta Airlines,DEN,EWR,Boeing 777,On-time,Evening,0,8
8275,13/11/2014,Sunday,United Airlines,EWR,SFO,Boeing 737,Delayed,Evening,128,4
8276,3/5/2015,Wednesday,United Airlines,DFW,LAX,Boeing 737,Delayed,Morning,159,27
8277,12/8/2011,Monday,Delta Airlines,DEN,ORD,Embraer E175,On-time,Evening,0,5
8278,3/1/2011,Monday,Southwest Airlines,MIA,JFK,Airbus A320,On-time,Morning,0,26
8279,7/1/2012,Saturday,Southwest Airlines,ORD,MIA,Embraer E175,On-time,Night,0,21
8280,7/9/2015,Saturday,United Airlines,LAX,MIA,Airbus A320,On-time,Evening,0,14
8281,9/1/2015,Tuesday,United Airlines,ORD,EWR,Embraer E175,Delayed,Night,144,27
8282,2/9/2012,Monday,JetBlue Airways,SFO,LAX,Airbus A380,On-time,Morning,0,7
8283,26/4/2011,Thursday,Southwest Airlines,EWR,ATL,Airbus A380,Delayed,Evening,107,15
8284,17/7/2014,Saturday,Delta Airlines,LGA,JFK,Airbus A320,Delayed,Morning,82,19
8285,22/3/2012,Thursday,United Airlines,ATL,LAX,Boeing 737,On-time,Afternoon,0,21
8286,23/10/2014,Saturday,United Airlines,DFW,ATL,Airbus A320,Delayed,Night,28,14
8287,30/6/2014,Thursday,JetBlue Airways,EWR,LAX,Boeing 777,On-time,Afternoon,0,7
8288,2/9/2014,Friday,JetBlue Airways,ATL,MIA,Boeing 737,On-time,Night,0,6
8289,19/2/2012,Thursday,JetBlue Airways,LAX,MIA,Airbus A320,On-time,Morning,0,2
8290,23/1/2014,Sunday,American Airlines,DFW,DFW,Boeing 777,Delayed,Evening,106,24
8291,14/12/2015,Monday,Delta Airlines,LGA,DEN,Boeing 777,On-time,Afternoon,0,29
8292,10/6/2013,Saturday,American Airlines,DFW,DEN,Embraer E175,Delayed,Evening,142,25
8293,13/11/2013,Monday,United Airlines,LGA,EWR,Airbus A320,Delayed,Evening,161,9
8294,10/7/2015,Sunday,JetBlue Airways,EWR,ATL,Airbus A380,On-time,Afternoon,0,25
8295,24/10/2012,Sunday,JetBlue Airways,ATL,MIA,Embraer E175,On-time,Afternoon,0,18
8296,9/12/2013,Thursday,JetBlue Airways,DFW,DEN,Boeing 737,On-time,Evening,0,15
8297,6/3/2015,Wednesday,Southwest Airlines,ORD,DFW,Airbus A380,Delayed,Morning,160,15
8298,18/12/2012,Wednesday,Delta Airlines,DFW,SFO,Boeing 777,On-time,Afternoon,0,10
8299,2/3/2015,Sunday,American Airlines,ORD,MIA,Boeing 737,On-time,Morning,0,3
8300,20/9/2014,Wednesday,Delta Airlines,JFK,DFW,Embraer E175,Delayed,Morning,146,4
8301,7/1/2014,Saturday,JetBlue Airways,ATL,LGA,Boeing 777,On-time,Afternoon,0,2
8302,25/5/2015,Tuesday,United Airlines,JFK,LAX,Boeing 777,On-time,Morning,0,22
8303,16/11/2013,Friday,Southwest Airlines,DFW,DEN,Boeing 777,On-time,Night,0,28
8304,28/9/2011,Thursday,Delta Airlines,LAX,SFO,Airbus A380,Delayed,Morning,160,7
8305,15/7/2012,Tuesday,United Airlines,ATL,DFW,Embraer E175,On-time,Morning,0,25
8306,14/3/2013,Wednesday,JetBlue Airways,JFK,ATL,Embraer E175,On-time,Morning,0,1
8307,4/9/2011,Thursday,JetBlue Airways,DEN,JFK,Airbus A380,On-time,Evening,0,12
8308,5/12/2015,Tuesday,JetBlue Airways,LAX,SFO,Embraer E175,On-time,Morning,0,23
8309,3/6/2015,Monday,JetBlue Airways,EWR,ORD,Boeing 777,On-time,Morning,0,5
8310,22/1/2012,Wednesday,Southwest Airlines,JFK,LGA,Boeing 777,Delayed,Morning,50,16
8311,2/12/2012,Tuesday,Southwest Airlines,LAX,MIA,Boeing 777,On-time,Morning,0,3
8312,12/7/2012,Saturday,Delta Airlines,EWR,MIA,Embraer E175,Delayed,Evening,7,11
8313,30/8/2013,Monday,JetBlue Airways,DEN,LGA,Airbus A320,Delayed,Evening,89,15
8314,16/10/2014,Wednesday,Southwest Airlines,SFO,MIA,Boeing 737,Delayed,Evening,158,5
8315,10/9/2013,Friday,United Airlines,ATL,JFK,Airbus A320,On-time,Afternoon,0,6
8316,20/2/2015,Sunday,Southwest Airlines,SFO,LAX,Airbus A380,Delayed,Afternoon,10,4
8317,18/12/2011,Wednesday,Southwest Airlines,JFK,MIA,Airbus A320,On-time,Evening,0,12
8318,21/9/2015,Saturday,Delta Airlines,DFW,LGA,Airbus A320,On-time,Afternoon,0,10
8319,3/7/2014,Friday,Southwest Airlines,DFW,MIA,Airbus A380,On-time,Evening,0,9
8320,30/5/2014,Friday,United Airlines,ORD,SFO,Airbus A320,On-time,Morning,0,1
8321,22/1/2013,Friday,JetBlue Airways,LAX,LGA,Boeing 737,On-time,Evening,0,28
8322,19/2/2013,Thursday,American Airlines,SFO,SFO,Embraer E175,Delayed,Evening,12,10
8323,21/10/2013,Thursday,Delta Airlines,EWR,JFK,Airbus A380,On-time,Afternoon,0,6
8324,29/6/2012,Sunday,United Airlines,JFK,DFW,Airbus A320,On-time,Evening,0,14
8325,9/1/2015,Friday,Delta Airlines,LGA,ORD,Boeing 777,On-time,Night,0,26
8326,20/3/2011,Sunday,JetBlue Airways,EWR,ORD,Boeing 777,On-time,Morning,0,27
8327,13/6/2014,Monday,Southwest Airlines,LGA,LGA,Airbus A380,Delayed,Evening,101,11
8328,30/11/2011,Friday,Southwest Airlines,ORD,JFK,Boeing 777,On-time,Evening,0,28
8329,7/6/2013,Tuesday,United Airlines,DFW,MIA,Boeing 737,On-time,Evening,0,14
8330,4/10/2014,Friday,JetBlue Airways,ATL,DEN,Airbus A320,On-time,Evening,0,11
8331,26/1/2014,Thursday,American Airlines,ATL,DEN,Boeing 737,On-time,Afternoon,0,2
8332,10/1/2014,Thursday,American Airlines,DFW,LGA,Boeing 737,On-time,Afternoon,0,29
8333,16/5/2012,Tuesday,Southwest Airlines,ORD,LAX,Embraer E175,On-time,Night,0,23
8334,9/2/2015,Tuesday,JetBlue Airways,DEN,LAX,Airbus A320,Delayed,Afternoon,70,25
8335,24/9/2015,Wednesday,JetBlue Airways,SFO,LGA,Airbus A380,Delayed,Night,54,28
8336,3/2/2013,Monday,United Airlines,LGA,SFO,Boeing 777,On-time,Night,0,22
8337,9/7/2013,Monday,American Airlines,LGA,LAX,Embraer E175,On-time,Evening,0,27
8338,3/7/2012,Monday,United Airlines,JFK,LAX,Boeing 737,On-time,Night,0,15
8339,14/1/2011,Saturday,Delta Airlines,DFW,LAX,Boeing 777,On-time,Morning,0,27
8340,27/1/2012,Thursday,JetBlue Airways,LAX,ATL,Airbus A320,On-time,Afternoon,0,10
8341,2/10/2014,Monday,American Airlines,SFO,MIA,Boeing 737,On-time,Night,0,27
8342,6/11/2011,Wednesday,United Airlines,ORD,DEN,Boeing 737,On-time,Morning,0,25
8343,21/1/2012,Wednesday,Southwest Airlines,DFW,LAX,Airbus A320,Delayed,Afternoon,72,28
8344,17/5/2014,Monday,Delta Airlines,DFW,EWR,Airbus A380,On-time,Morning,0,11
8345,12/10/2014,Tuesday,United Airlines,DEN,JFK,Embraer E175,On-time,Evening,0,8
8346,31/8/2013,Wednesday,Southwest Airlines,LAX,LGA,Airbus A320,On-time,Evening,0,21
8347,13/6/2015,Sunday,American Airlines,EWR,LAX,Boeing 777,On-time,Afternoon,0,8
8348,11/5/2015,Tuesday,American Airlines,EWR,SFO,Boeing 777,Delayed,Night,95,5
8349,22/1/2014,Sunday,Delta Airlines,MIA,JFK,Boeing 737,On-time,Morning,0,24
8350,21/1/2014,Thursday,Southwest Airlines,DEN,ORD,Embraer E175,On-time,Evening,0,14
8351,6/12/2011,Saturday,JetBlue Airways,EWR,ORD,Airbus A380,On-time,Night,0,16
8352,19/8/2012,Wednesday,American Airlines,DEN,MIA,Airbus A380,On-time,Evening,0,23
8353,8/1/2015,Tuesday,JetBlue Airways,LGA,EWR,Boeing 777,On-time,Evening,0,28
8354,26/1/2013,Sunday,JetBlue Airways,ATL,MIA,Airbus A380,On-time,Night,0,21
8355,11/11/2013,Monday,United Airlines,ATL,SFO,Boeing 777,On-time,Afternoon,0,24
8356,18/10/2011,Sunday,United Airlines,DFW,MIA,Embraer E175,Delayed,Night,47,13
8357,17/2/2015,Sunday,American Airlines,ATL,EWR,Boeing 737,On-time,Morning,0,22
8358,13/12/2015,Thursday,JetBlue Airways,SFO,JFK,Boeing 777,On-time,Afternoon,0,7
8359,2/11/2011,Friday,United Airlines,EWR,LGA,Embraer E175,On-time,Morning,0,27
8360,25/9/2012,Friday,Southwest Airlines,SFO,LAX,Boeing 777,Delayed,Afternoon,40,5
8361,25/2/2014,Monday,Southwest Airlines,JFK,LAX,Airbus A320,Delayed,Evening,149,15
8362,16/9/2012,Thursday,Southwest Airlines,EWR,LGA,Boeing 777,On-time,Night,0,24
8363,27/7/2013,Thursday,Southwest Airlines,LAX,MIA,Embraer E175,Delayed,Morning,63,11
8364,20/7/2014,Thursday,JetBlue Airways,ORD,ORD,Airbus A380,Delayed,Afternoon,48,24
8365,27/4/2013,Thursday,Southwest Airlines,MIA,ORD,Boeing 777,Delayed,Evening,117,17
8366,17/3/2012,Friday,JetBlue Airways,DEN,EWR,Boeing 737,Delayed,Evening,91,8
8367,17/5/2012,Tuesday,American Airlines,DFW,JFK,Embraer E175,On-time,Night,0,10
8368,10/5/2011,Thursday,American Airlines,DEN,MIA,Airbus A380,Delayed,Night,131,24
8369,1/3/2014,Tuesday,Southwest Airlines,ORD,SFO,Embraer E175,Delayed,Morning,135,23
8370,19/8/2012,Sunday,Southwest Airlines,ORD,LAX,Boeing 777,On-time,Afternoon,0,6
8371,14/2/2015,Sunday,Southwest Airlines,ORD,SFO,Airbus A320,Delayed,Evening,59,27
8372,11/5/2013,Thursday,American Airlines,EWR,ATL,Airbus A320,On-time,Morning,0,10
8373,14/11/2014,Wednesday,United Airlines,MIA,DFW,Boeing 737,Delayed,Morning,89,19
8374,15/8/2012,Saturday,American Airlines,LAX,EWR,Boeing 737,On-time,Evening,0,7
8375,25/9/2013,Wednesday,Southwest Airlines,ORD,EWR,Airbus A380,On-time,Afternoon,0,27
8376,21/11/2011,Sunday,United Airlines,DFW,DEN,Airbus A320,Delayed,Morning,78,20
8377,28/12/2013,Saturday,United Airlines,EWR,JFK,Boeing 777,On-time,Night,0,24
8378,11/8/2015,Wednesday,Delta Airlines,LAX,DEN,Embraer E175,On-time,Evening,0,27
8379,23/3/2012,Thursday,JetBlue Airways,ORD,DEN,Embraer E175,On-time,Evening,0,5
8380,1/4/2015,Tuesday,Southwest Airlines,JFK,EWR,Airbus A320,Delayed,Evening,79,13
8381,29/3/2013,Saturday,JetBlue Airways,DFW,JFK,Airbus A320,On-time,Afternoon,0,3
8382,29/6/2015,Friday,Delta Airlines,JFK,SFO,Embraer E175,Delayed,Afternoon,25,22
8383,3/4/2014,Monday,JetBlue Airways,MIA,LAX,Airbus A380,Delayed,Morning,21,16
8384,20/2/2015,Saturday,Southwest Airlines,SFO,DFW,Embraer E175,On-time,Morning,0,6
8385,3/10/2015,Saturday,Delta Airlines,MIA,SFO,Boeing 737,On-time,Evening,0,22
8386,9/12/2012,Friday,JetBlue Airways,SFO,EWR,Boeing 777,On-time,Morning,0,8
8387,20/12/2014,Thursday,American Airlines,SFO,ATL,Airbus A320,On-time,Evening,0,16
8388,17/9/2015,Wednesday,United Airlines,LAX,MIA,Airbus A320,On-time,Night,0,17
8389,22/9/2011,Wednesday,Delta Airlines,LGA,EWR,Airbus A380,On-time,Morning,0,29
8390,3/9/2012,Sunday,American Airlines,DFW,ATL,Boeing 737,Delayed,Afternoon,151,10
8391,27/9/2014,Tuesday,Southwest Airlines,LAX,LGA,Embraer E175,Delayed,Afternoon,1,17
8392,11/4/2013,Thursday,United Airlines,ATL,LAX,Boeing 737,On-time,Evening,0,10
8393,16/10/2015,Friday,Delta Airlines,JFK,LGA,Boeing 737,On-time,Night,0,7
8394,25/7/2014,Thursday,United Airlines,MIA,EWR,Airbus A380,On-time,Morning,0,11
8395,4/11/2012,Thursday,Delta Airlines,ORD,ATL,Airbus A380,Delayed,Morning,56,3
8396,2/1/2015,Wednesday,Delta Airlines,DFW,SFO,Embraer E175,On-time,Night,0,8
8397,6/6/2011,Friday,JetBlue Airways,EWR,EWR,Embraer E175,On-time,Night,0,3
8398,16/12/2014,Monday,United Airlines,MIA,MIA,Boeing 777,On-time,Morning,0,13
8399,8/9/2011,Saturday,United Airlines,LGA,ORD,Boeing 737,On-time,Evening,0,6
8400,27/5/2013,Wednesday,American Airlines,MIA,LAX,Embraer E175,On-time,Morning,0,17
8401,21/6/2015,Friday,Southwest Airlines,DFW,LAX,Airbus A380,On-time,Night,0,2
8402,13/6/2012,Tuesday,American Airlines,JFK,MIA,Boeing 777,On-time,Afternoon,0,7
8403,23/11/2011,Saturday,JetBlue Airways,LGA,MIA,Boeing 777,On-time,Morning,0,28
8404,18/8/2013,Saturday,Delta Airlines,EWR,ATL,Airbus A380,On-time,Night,0,6
8405,13/6/2013,Wednesday,JetBlue Airways,LAX,DFW,Embraer E175,On-time,Afternoon,0,1
8406,7/4/2011,Sunday,JetBlue Airways,ATL,LAX,Airbus A380,Delayed,Morning,155,10
8407,27/5/2012,Tuesday,American Airlines,LAX,DEN,Embraer E175,On-time,Evening,0,23
8408,4/8/2011,Wednesday,Delta Airlines,MIA,SFO,Airbus A380,On-time,Evening,0,20
8409,1/3/2014,Thursday,Southwest Airlines,EWR,SFO,Airbus A380,On-time,Morning,0,1
8410,7/7/2014,Sunday,JetBlue Airways,JFK,SFO,Airbus A320,On-time,Morning,0,25
8411,5/5/2011,Friday,Southwest Airlines,DFW,LGA,Embraer E175,On-time,Afternoon,0,14
8412,10/1/2014,Tuesday,Delta Airlines,MIA,EWR,Boeing 737,On-time,Evening,0,3
8413,30/7/2014,Saturday,Delta Airlines,ORD,ATL,Airbus A320,On-time,Night,0,9
8414,3/9/2015,Wednesday,American Airlines,LGA,JFK,Airbus A320,On-time,Morning,0,7
8415,28/2/2011,Saturday,United Airlines,LGA,LAX,Airbus A320,Delayed,Evening,11,8
8416,17/4/2015,Tuesday,American Airlines,EWR,ATL,Airbus A320,On-time,Evening,0,7
8417,10/6/2011,Saturday,Southwest Airlines,DEN,SFO,Boeing 737,On-time,Morning,0,10
8418,11/10/2011,Wednesday,American Airlines,DEN,DEN,Airbus A320,On-time,Morning,0,27
8419,16/4/2011,Sunday,Delta Airlines,MIA,JFK,Boeing 737,On-time,Night,0,25
8420,2/2/2014,Wednesday,JetBlue Airways,MIA,EWR,Boeing 737,On-time,Morning,0,15
8421,2/1/2015,Monday,United Airlines,MIA,EWR,Airbus A320,On-time,Night,0,19
8422,16/8/2011,Saturday,Delta Airlines,MIA,ORD,Boeing 777,On-time,Morning,0,24
8423,20/9/2015,Monday,JetBlue Airways,DEN,LAX,Boeing 737,On-time,Afternoon,0,28
8424,25/5/2015,Sunday,Southwest Airlines,DFW,LAX,Airbus A320,Delayed,Morning,5,2
8425,14/11/2011,Monday,Southwest Airlines,LGA,JFK,Airbus A380,Delayed,Afternoon,63,20
8426,27/1/2015,Saturday,Southwest Airlines,JFK,MIA,Airbus A380,On-time,Morning,0,10
8427,12/3/2013,Tuesday,American Airlines,ORD,LAX,Embraer E175,On-time,Evening,0,29
8428,11/6/2015,Thursday,Southwest Airlines,DEN,JFK,Boeing 737,Delayed,Morning,22,4
8429,23/5/2013,Sunday,Southwest Airlines,JFK,ATL,Boeing 737,Delayed,Afternoon,56,15
8430,16/4/2012,Wednesday,American Airlines,EWR,EWR,Airbus A380,On-time,Morning,0,29
8431,15/12/2013,Friday,JetBlue Airways,JFK,MIA,Boeing 737,On-time,Morning,0,6
8432,16/9/2012,Sunday,Delta Airlines,MIA,ATL,Boeing 737,Delayed,Evening,113,3
8433,13/1/2011,Monday,United Airlines,SFO,EWR,Airbus A380,Delayed,Evening,164,12
8434,3/1/2015,Tuesday,Southwest Airlines,DFW,ATL,Airbus A320,On-time,Afternoon,0,1
8435,7/11/2013,Saturday,Southwest Airlines,DEN,LAX,Airbus A380,On-time,Morning,0,26
8436,24/11/2012,Tuesday,Southwest Airlines,SFO,SFO,Boeing 777,On-time,Morning,0,24
8437,30/8/2013,Tuesday,American Airlines,EWR,ORD,Airbus A380,On-time,Evening,0,9
8438,23/4/2011,Saturday,American Airlines,MIA,MIA,Airbus A380,Delayed,Afternoon,155,23
8439,17/8/2011,Friday,American Airlines,LGA,LGA,Airbus A320,Delayed,Morning,143,9
8440,20/6/2011,Saturday,United Airlines,ORD,JFK,Airbus A380,On-time,Afternoon,0,6
8441,22/10/2011,Friday,Delta Airlines,ATL,JFK,Airbus A380,On-time,Afternoon,0,3
8442,8/7/2011,Saturday,Southwest Airlines,LAX,JFK,Airbus A320,On-time,Afternoon,0,27
8443,1/3/2012,Monday,JetBlue Airways,ORD,SFO,Airbus A380,Delayed,Evening,144,9
8444,3/9/2013,Friday,Southwest Airlines,ORD,ATL,Airbus A320,Delayed,Night,73,14
8445,7/1/2014,Monday,Southwest Airlines,EWR,LAX,Boeing 777,On-time,Evening,0,17
8446,19/10/2012,Sunday,Southwest Airlines,LGA,MIA,Airbus A320,Delayed,Morning,99,17
8447,7/7/2013,Friday,Southwest Airlines,SFO,ATL,Boeing 737,On-time,Afternoon,0,18
8448,20/4/2014,Friday,Delta Airlines,DEN,SFO,Boeing 737,Delayed,Afternoon,86,11
8449,13/5/2012,Saturday,JetBlue Airways,LAX,EWR,Airbus A320,On-time,Afternoon,0,20
8450,27/12/2015,Friday,American Airlines,ORD,EWR,Airbus A380,On-time,Morning,0,19
8451,31/1/2013,Monday,JetBlue Airways,EWR,LGA,Embraer E175,On-time,Morning,0,17
